3176,CAIRDAC,NULL,http://www.cairdac.com/,7395,Hot Lot Wafer - proto Chara v1b
3176,CAIRDAC,NULL,http://www.cairdac.com/,7476,Livraison Chara v1b en Waffle Pack
3176,CAIRDAC,NULL,http://www.cairdac.com/,6222,CHARA Avenant 2
3176,CAIRDAC,NULL,http://www.cairdac.com/,6237,CAIRPMU2 : WP2+WP3
3176,CAIRDAC,NULL,http://www.cairdac.com/,6243,CHARA version 2
3176,CAIRDAC,NULL,http://www.cairdac.com/,6248,CAIRPMU2 - complément faisabilité WP1b
3176,CAIRDAC,NULL,http://www.cairdac.com/,7345,Chara v1b
3176,CAIRDAC,NULL,http://www.cairdac.com/,7346,Etude conso Chara v2
3179,Moduleus,NULL,http://www.moduleus.com/,2008,Pré-étude : ACQ2G
3179,Moduleus,NULL,http://www.moduleus.com/,2009,Pré-étude : xMUT
3179,Moduleus,NULL,http://www.moduleus.com/,4014,MIRA-ACQ: ASIC
3179,Moduleus,NULL,http://www.moduleus.com/,4015,MIRA-PULSE: ASIC
3179,Moduleus,NULL,http://www.moduleus.com/,6040,MIRA-PULSE: pièce méca
3179,Moduleus,NULL,http://www.moduleus.com/,6054,MIRA-ACQ: pièce meca et Daisy Chain
3179,Moduleus,NULL,http://www.moduleus.com/,7322,MIRZA - portage MIRA sur noeuds avancés
3179,Moduleus,NULL,http://www.moduleus.com/,6082,ACQ2G: nouveau perimètre
3179,Moduleus,NULL,http://www.moduleus.com/,6085,GENESIS: ASIC (Moduleus)
3179,Moduleus,NULL,http://www.moduleus.com/,6090,Pré-étude PULSE v2
3179,Moduleus,NULL,http://www.moduleus.com/,6091,Reprise PULSE
3179,Moduleus,NULL,http://www.moduleus.com/,6092,Reprise ACQ
3179,Moduleus,NULL,http://www.moduleus.com/,6195,Avenant 5 - MIRA-PULSE
3180,NanoXplore,NULL,http://www.nanoxplore.com/,7320,NX-TC7
3186,SentinHealth,NULL,http://sentinhealth.com/,2010,Pré-étude DANA
3187,VERMON,NULL,http://www.vermon.com,6032,pré-étude ASIC - part1
3187,VERMON,NULL,http://www.vermon.com,6033,pré-étude ASIC - part 2
3187,VERMON,NULL,http://www.vermon.com,6132,ASIC pour Abbott
3187,VERMON,NULL,http://www.vermon.com,7294,VELA WP2 à WP4
3187,VERMON,NULL,http://www.vermon.com,7445,RADICUS
3187,VERMON,NULL,http://www.vermon.com,7460,RADIUS - WP1
3187,VERMON,NULL,http://www.vermon.com,7473,RADIUS - WP2 & WP3
3187,VERMON,NULL,http://www.vermon.com,7519,Suze (2 ASICs dans ZeUS)
3187,VERMON,NULL,http://www.vermon.com,7565,RADICUS - prototypage MLM
3187,VERMON,NULL,http://www.vermon.com,7597,RADICUS - petite puce
3187,VERMON,NULL,http://www.vermon.com,8621,Avenant RADICUS MLM pour PCB
4196,"Neurallys ",NULL,http://www.neurallys.com,2014,NEKKAR : Pré-étude
4196,"Neurallys ",NULL,http://www.neurallys.com,6095,ASIC NEKKAR
4201,Panaxium,NULL,http://www.panaxium.com,6039,pré-étude ASIC
4202,Fine Heart,NULL,http://www.fine-heart.com/,2015,FIDIS : pré-étude
4214,VALEO Pouillon,NULL,http://www.valeo.com,7281,Projet Equipe ASIC dédié ?
4214,VALEO Pouillon,NULL,http://www.valeo.com,7438,SOC Faisabilité
4230,Sensimed,NULL,http://www.sensimed.com,6048,Mopx
4233,SICPA,NULL,http://www.sicpa.com,6148,SIRAH
4235,Silicon Mobility,NULL,http://www.scaleochip.com,6262,ASIC pour circuit Automotive
4235,Silicon Mobility,NULL,http://www.scaleochip.com,7364,Bloc MSC
4242,Diabeloop,NULL,http://www.diabeloop.fr/,7278,Préétude
4246,Sorin CRM S.A.S.,NULL,http://www.microport.com/en/media.php?curr_page=news_details&id=607,6150,ASIC pour ILR/ICD-s
4246,Sorin CRM S.A.S.,NULL,http://www.microport.com/en/media.php?curr_page=news_details&id=607,6163,Etude faisabilité
4246,Sorin CRM S.A.S.,NULL,http://www.microport.com/en/media.php?curr_page=news_details&id=607,6245,ASIC pour ILR faible conso
4246,Sorin CRM S.A.S.,NULL,http://www.microport.com/en/media.php?curr_page=news_details&id=607,6263,Renfort Layout-1.1
4246,Sorin CRM S.A.S.,NULL,http://www.microport.com/en/media.php?curr_page=news_details&id=607,7321,Renfort Layout-2
4246,Sorin CRM S.A.S.,NULL,http://www.microport.com/en/media.php?curr_page=news_details&id=607,7325,Renfort Layout-1.2
4246,Sorin CRM S.A.S.,NULL,http://www.microport.com/en/media.php?curr_page=news_details&id=607,7327,Support CAD
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,6083,GRENAT
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,6129,Grenat - Avenant 1
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,6134,Grenat - Avenant 2
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,6136,Grenat - Avenant 3
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,6146,Grenat - Avenant 4
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,6162,Grenat - Avenant 5
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,7572,Grenat-Avenant 25 (TPEC2)
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,7573,Grenat - Régul TPEC
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,7535,Lot Prod 10 et 11
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,7536,Lot Production 10 et 11 - Marge
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,7551,Grenat - Lot 12-13
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,7556,Grenat - Marge lot 12 et 13
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,7562,GRENAT-Avenant 24
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,7466,GRENAT-Avenant 22 Caract temp TT
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,7502,Migration production AMKOR
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,7516,Avenant 23
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,7531,GRENAT-Avenant 21 - Commande 2 nouveaux Patterns
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,7421,Grenat - Lot 5 marge
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,7432,Grenat - Avenant 19 - HTOL 1000hours
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,7435,Grenat - Lot prod 6-9
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,7436,Grenat - Marge lots 6-9
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,7452,Avenant 21 - patterns additionnels ESR 1.2
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,7465,Grenat-Avenant 22 corner
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,7391,Grenat - Avenant xx BGA
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,7396,Grenat - Lot Prod 4
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,7397,GRENAT - Marge prod lot 4
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,7403,Grenat - Avenant 18 ESD
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,7415,GRENAT - Additional partern
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,7420,GRENAT - Prod lot 5 (23 wafers)
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,7341,GRENAT - Marge prod lot1-2
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,7344,Traitement wafer 3
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,7366,Grenat - Lot Prod 3
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,7367,GRENAT - Marge prod lot 3
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,7370,GRENAT- Avenant#16
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,7372,Grenat-Avenant 17
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,7301,Grenat - Avenant 14 - Metalfix
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,7307,Grenat - Avenant 14 post-traitement
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,7312,Grenat-Avenant#14 - patterns supplémentaires
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,7314,Grenat Test 1 wafer
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,7316,Grenat - lot prod 1-2
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,7317,Grenat - Régularisation $
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,6247,Grenat - Avenant 8
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,6251,Grenat - Avenant 12
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,6253,Grenat - Avenant 12 (fin IBIS)
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,6254,Grenat - Dicing wafer
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,6257,GRENAT - Avenant 13
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,6265,Grenat - Avenant 14 - eps2
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,6178,Grenat - Avenant 6
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,6190,Grenat - Avenant 7
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,6218,Grenat - Avenant 9
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,6229,Grenat - Avenant 11
4247,GreenWaves Technologies,NULL,http://greenwaves-technologies.com,6233,Grenat - Avenant 10
4255,CONTINENTAL Toulouse,NULL,http://www.conti-online.com,7611,Cendric investigations
4256,CONTINENTAL Rambouillet,NULL,http://www.conti-online.com,8632,ASIC digital
4260,Alstom,NULL,http://www.alstom.fr/,7298,Migration FPGA->ASIC
4282,IMEC ASIC Services,NULL,NULL,7412,ADHIL - préétude
4282,IMEC ASIC Services,NULL,NULL,7413,ADHIL-ASIC
4282,IMEC ASIC Services,NULL,NULL,7532,ASIC Photonics
4284,CSEM Neuchatel,NULL,http://www.csem.ch,6170,CS01
4287,STMicroelectronics (Crolles2) SAS,NULL,www.st.com,6029,Backend gros circuit 28FDSOI
4287,STMicroelectronics (Crolles2) SAS,NULL,www.st.com,6109,STAR01
4287,STMicroelectronics (Crolles2) SAS,NULL,www.st.com,7323,STAR03
4287,STMicroelectronics (Crolles2) SAS,NULL,www.st.com,7447,P&R Chiplet en P18
4291,SEMTECH FRANCE SAS,NULL,www.semtech.com,6135,SEM01-1
4291,SEMTECH FRANCE SAS,NULL,www.semtech.com,6145,SEM01-2
4291,SEMTECH FRANCE SAS,NULL,www.semtech.com,6159,SEM01-3
4291,SEMTECH FRANCE SAS,NULL,www.semtech.com,6199,SEM01-6
4291,SEMTECH FRANCE SAS,NULL,www.semtech.com,6215,SEM01-7
4293,SEMTECH Neuchâtel,NULL,www.semtech.com,6127,SEM01
4293,SEMTECH Neuchâtel,NULL,www.semtech.com,6187,SEM01-5
4293,SEMTECH Neuchâtel,NULL,www.semtech.com,8622,Carac
4293,SEMTECH Neuchâtel,NULL,www.semtech.com,8623,Besoin design
4293,SEMTECH Neuchâtel,NULL,www.semtech.com,8651,SEM02
4299,DREAM,NULL,NULL,6216,DENEB
4299,DREAM,NULL,NULL,7329,DENEB Avenant 1-WP1
4299,DREAM,NULL,NULL,7334,DENEB-Avenant 1 WP1.1
4299,DREAM,NULL,NULL,7377,DENEB - Avenant2 WP1.a
4299,DREAM,NULL,NULL,7442,Redevances
4299,DREAM,NULL,NULL,7574,DENEB-Avenant Top
4305,LYNRED,NULL,http://www.lynred.com,7555,CSI2
4311,Alstom Aix,NULL,https://www.alstom.com,4022,ALFIRK
4331,SYNERGIA Medical,NULL,http://www.synergiam.com/,6046,MOPx
4342,Melexis Tessenderlo,NULL,http://www.melexis.com,7348,ASIC BLE+M23
4342,Melexis Tessenderlo,NULL,http://www.melexis.com,7425,Projet Arm33
4345,MENTA Valbonne,NULL,http://www.menta.fr/,6140,MAIA1
4345,MENTA Valbonne,NULL,http://www.menta.fr/,6160,MAIA2
4345,MENTA Valbonne,NULL,http://www.menta.fr/,6161,MAIA3
4345,MENTA Valbonne,NULL,http://www.menta.fr/,6226,FOSTeR
4345,MENTA Valbonne,NULL,http://www.menta.fr/,6242,FPGA 22FDX
4345,MENTA Valbonne,NULL,http://www.menta.fr/,7363,Cellule DFF spécifique
4345,MENTA Valbonne,NULL,http://www.menta.fr/,7554,UCIe
4345,MENTA Valbonne,NULL,http://www.menta.fr/,7591,MAIA2
4345,MENTA Valbonne,NULL,http://www.menta.fr/,7592,P&R SCL
4349,Neelogy,NULL,http://www.neelogy.com/,4017,NAOS : Préétude
4369,GUC,NULL,http://www.guc-asic.com,6177,Developpement systeme ARM
4710,RAMBUS,NULL,http://www.plda.com,6193,Support synthèse
4718,THALES DIS Design Services,NULL,http://www.invia.fr,6236,Virgo
4718,THALES DIS Design Services,NULL,http://www.invia.fr,7407,Tristan
4718,THALES DIS Design Services,NULL,http://www.invia.fr,7455,TRISTAN - WP5
4719,IDEMIA Meyreuil,NULL,http://www.starchip-ic.com,6230,ASIC Design Services
5745,ENYX,NULL,http://www.enyx.com,6194,EDASICH WP2-spec
5745,ENYX,NULL,http://www.enyx.com,6234,EDASICH - Préétude
5745,ENYX,NULL,http://www.enyx.com,7279,EDASICH-Design
5768,EMKA TECHNOLOGIES,NULL,http://www.emka.fr/,7374,ASIC
5779,BIOFOURMIS,NULL,http://www.biovotion.com,6047,MOPx
5787,SODERN,NULL,www.sodern.com,6144,Projet ASIC
5795,SENIS,NULL,http://www.senis.ch,7386,Migration design
5808,ELSYS Design 06,NULL,http://www.elsys-design.com/,7431,Equipe pour verification UVM
6899,THALES AVS Mérignac,NULL,https://www.thalesgroup.com/fr/global/activities/aeronautique,6107,TOLIMAN - Préétude
6899,THALES AVS Mérignac,NULL,https://www.thalesgroup.com/fr/global/activities/aeronautique,6108,TOLIMAN - Design
7930,Advanced Silicon SA,NULL,www.advancedsilicon.com,6268,Projet ASIC autour N25
7962,CERN,NULL,https://home.cern/fr/contact,6213,P&R
