Comp_CompanyId,Comp_Name,Comp_Website,bronze_extracted_at,bronze_source_file,company_id,parent_company_id,has_multiple_sites,site_order
17265,ALTER Technology (France),,2025-09-18 11:45:13.289149,Legacy_companies.csv,17265,17265,False,1
17279,BME Consulting Suisse,,2025-09-18 11:45:13.289149,Legacy_companies.csv,17279,17279,False,1
17280,BOYDSENSE HQ,,2025-09-18 11:45:13.289149,Legacy_companies.csv,17280,17280,False,1
17288,SiPearl,,2025-09-18 11:45:13.289149,Legacy_companies.csv,17288,17288,False,1
17471,EQUIPIC,,2025-09-18 11:45:13.289149,Legacy_companies.csv,17471,17471,False,1
17472,CENTILOC,,2025-09-18 11:45:13.289149,Legacy_companies.csv,17472,17472,False,1
17476,Trilite Technologies,,2025-09-18 11:45:13.289149,Legacy_companies.csv,17476,17476,False,1
17484,Faurecia Clarion Electronics Europe (FR60),,2025-09-18 11:45:13.289149,Legacy_companies.csv,17484,17484,False,1
17490,RDS Rhythm Diagnostic Systems (strasbourg),,2025-09-18 11:45:13.289149,Legacy_companies.csv,17490,17490,False,1
17491,Moxtek,,2025-09-18 11:45:13.289149,Legacy_companies.csv,17491,17491,False,1
17493,EUSIL,,2025-09-18 11:45:13.289149,Legacy_companies.csv,17493,17493,False,1
17496,Netlink communication corp,,2025-09-18 11:45:13.289149,Legacy_companies.csv,17496,17496,False,1
17498,Eric Desplanches,,2025-09-18 11:45:13.289149,Legacy_companies.csv,17498,17498,False,1
17506,Nanoz group,,2025-09-18 11:45:13.289149,Legacy_companies.csv,17506,17506,False,1
17517,MILANDR,,2025-09-18 11:45:13.289149,Legacy_companies.csv,17517,17517,False,1
17523,MicroEJ,,2025-09-18 11:45:13.289149,Legacy_companies.csv,17523,17523,False,1
17525,Numem,,2025-09-18 11:45:13.289149,Legacy_companies.csv,17525,17525,False,1
17533,KINEIS,,2025-09-18 11:45:13.289149,Legacy_companies.csv,17533,17533,False,1
17554,SENSE in,,2025-09-18 11:45:13.289149,Legacy_companies.csv,17554,17554,False,1
17556,MOSAIC Finance,,2025-09-18 11:45:13.289149,Legacy_companies.csv,17556,17556,False,1
17561,Waviot,,2025-09-18 11:45:13.289149,Legacy_companies.csv,17561,17561,False,1
17566,VoxelSensors SRL,,2025-09-18 11:45:13.289149,Legacy_companies.csv,17566,17566,False,1
17568,Crypto Quantique,,2025-09-18 11:45:13.289149,Legacy_companies.csv,17568,17568,False,1
17569,MICRO CRYSTAL,,2025-09-18 11:45:13.289149,Legacy_companies.csv,17569,17569,False,1
17581,Pharrowtech BV,,2025-09-18 11:45:13.289149,Legacy_companies.csv,17581,17581,False,1
18583,Neuroloop,,2025-09-18 11:45:13.289149,Legacy_companies.csv,18583,18583,False,1
18592,Nyxoah,,2025-09-18 11:45:13.289149,Legacy_companies.csv,18592,18592,False,1
18597,micledi,,2025-09-18 11:45:13.289149,Legacy_companies.csv,18597,18597,False,1
18600,RAD Data Communications,,2025-09-18 11:45:13.289149,Legacy_companies.csv,18600,18600,False,1
18604,Synthara AG,,2025-09-18 11:45:13.289149,Legacy_companies.csv,18604,18604,False,1
18611,CROUZET,,2025-09-18 11:45:13.289149,Legacy_companies.csv,18611,18611,False,1
18618,Bosch Sensortec GmbH,,2025-09-18 11:45:13.289149,Legacy_companies.csv,18618,18618,False,1
18619,Virility Medical,,2025-09-18 11:45:13.289149,Legacy_companies.csv,18619,18619,False,1
18621,Cebi Electromechanical Components Spain S.A.,,2025-09-18 11:45:13.289149,Legacy_companies.csv,18621,18621,False,1
18622,DataCan,,2025-09-18 11:45:13.289149,Legacy_companies.csv,18622,18622,False,1
18623,PYTHEAS Technology,,2025-09-18 11:45:13.289149,Legacy_companies.csv,18623,18623,False,1
18629,Pulsify Medical,,2025-09-18 11:45:13.289149,Legacy_companies.csv,18629,18629,False,1
18632,Advanced Bionics AG,,2025-09-18 11:45:13.289149,Legacy_companies.csv,18632,18632,False,1
18634,Caranx Medical,,2025-09-18 11:45:13.289149,Legacy_companies.csv,18634,18634,False,1
18635,AXEM Technology,,2025-09-18 11:45:13.289149,Legacy_companies.csv,18635,18635,False,1
18638,Picotech,,2025-09-18 11:45:13.289149,Legacy_companies.csv,18638,18638,False,1
18639,EYYES,,2025-09-18 11:45:13.289149,Legacy_companies.csv,18639,18639,False,1
18644,PV Hardware Solutions,,2025-09-18 11:45:13.289149,Legacy_companies.csv,18644,18644,False,1
18661,MANITTY,,2025-09-18 11:45:13.289149,Legacy_companies.csv,18661,18661,False,1
18686,WeebitNano France,,2025-09-18 11:45:13.289149,Legacy_companies.csv,18686,18686,False,1
18691,BeFC,,2025-09-18 11:45:13.289149,Legacy_companies.csv,18691,18691,False,1
18706,Orcasonics Innovation Ltd,,2025-09-18 11:45:13.289149,Legacy_companies.csv,18706,18706,False,1
18713,Applied Brain Research Inc.,,2025-09-18 11:45:13.289149,Legacy_companies.csv,18713,18713,False,1
18718,Equilibr.io,,2025-09-18 11:45:13.289149,Legacy_companies.csv,18718,18718,False,1
18721,Everysight,,2025-09-18 11:45:13.289149,Legacy_companies.csv,18721,18721,False,1
18722,Pellenc Energy,,2025-09-18 11:45:13.289149,Legacy_companies.csv,18722,18722,False,1
18723,Neologic (VLSI),,2025-09-18 11:45:13.289149,Legacy_companies.csv,18723,18723,False,1
18724,SEQUANS ISRAEL,,2025-09-18 11:45:13.289149,Legacy_companies.csv,18724,18724,False,1
18725,Universidad de Zaragoza,,2025-09-18 11:45:13.289149,Legacy_companies.csv,18725,18725,False,1
18726,"Titan Advanced Energy Solutions, Inc",,2025-09-18 11:45:13.289149,Legacy_companies.csv,18726,18726,False,1
18729,Siclade Technologies,,2025-09-18 11:45:13.289149,Legacy_companies.csv,18729,18729,False,1
19736,B&R automation,,2025-09-18 11:45:13.289149,Legacy_companies.csv,19736,19736,False,1
19738,Ternwaves,,2025-09-18 11:45:13.289149,Legacy_companies.csv,19738,19738,False,1
19751,Crane Aerospace,,2025-09-18 11:45:13.289149,Legacy_companies.csv,19751,19751,False,1
19754,Valeo Vision France SAS,,2025-09-18 11:45:13.289149,Legacy_companies.csv,19754,19754,False,1
19761,RAM Solutions GmbH,,2025-09-18 11:45:13.289149,Legacy_companies.csv,19761,19761,False,1
19776,VALID SOLUCIONES TECNOLOGICAS,,2025-09-18 11:45:13.289149,Legacy_companies.csv,19776,19776,False,1
19787,Ilmsens GmbH,,2025-09-18 11:45:13.289149,Legacy_companies.csv,19787,19787,False,1
19796,VOCSENS,,2025-09-18 11:45:13.289149,Legacy_companies.csv,19796,19796,False,1
19801,Orga+,,2025-09-18 11:45:13.289149,Legacy_companies.csv,19801,19801,False,1
19802,WHEERE,,2025-09-18 11:45:13.289149,Legacy_companies.csv,19802,19802,False,1
19809,Infinera,,2025-09-18 11:45:13.289149,Legacy_companies.csv,19809,19809,False,1
19821,LIGHTRICITY LTD,,2025-09-18 11:45:13.289149,Legacy_companies.csv,19821,19821,False,1
19826,VANDEWIELE,,2025-09-18 11:45:13.289149,Legacy_companies.csv,19826,19826,False,1
19835,Batchone,,2025-09-18 11:45:13.289149,Legacy_companies.csv,19835,19835,False,1
19839,CLEARDROP,,2025-09-18 11:45:13.289149,Legacy_companies.csv,19839,19839,False,1
19841,TYRI SWEDEN AB,,2025-09-18 11:45:13.289149,Legacy_companies.csv,19841,19841,False,1
19843,MEMPERIENCE,,2025-09-18 11:45:13.289149,Legacy_companies.csv,19843,19843,False,1
19844,IC-LOGIC,,2025-09-18 11:45:13.289149,Legacy_companies.csv,19844,19844,False,1
19850,Arçelik Global,,2025-09-18 11:45:13.289149,Legacy_companies.csv,19850,19850,False,1
19881,Semidynamics,,2025-09-18 11:45:13.289149,Legacy_companies.csv,19881,19881,False,1
19884,Intron Electronic Gmbh,,2025-09-18 11:45:13.289149,Legacy_companies.csv,19884,19884,False,1
19891,Efficient Computer,,2025-09-18 11:45:13.289149,Legacy_companies.csv,19891,19891,False,1
20931,IMPLI AG,,2025-09-18 11:45:13.289149,Legacy_companies.csv,20931,20931,False,1
20932,Watermelon Co.,,2025-09-18 11:45:13.289149,Legacy_companies.csv,20932,20932,False,1
20933,Quside Technologies S.L.,,2025-09-18 11:45:13.289149,Legacy_companies.csv,20933,20933,False,1
20936,SonicEdge Ltd,,2025-09-18 11:45:13.289149,Legacy_companies.csv,20936,20936,False,1
20937,ENERCON Technologies Ltd,,2025-09-18 11:45:13.289149,Legacy_companies.csv,20937,20937,False,1
20940,SYRMA SGS,,2025-09-18 11:45:13.289149,Legacy_companies.csv,20940,20940,False,1
20942,"DIODES, INC",,2025-09-18 11:45:13.289149,Legacy_companies.csv,20942,20942,False,1
20946,ID4US,,2025-09-18 11:45:13.289149,Legacy_companies.csv,20946,20946,False,1
20953,Legrand France Pyrénées,,2025-09-18 11:45:13.289149,Legacy_companies.csv,20953,20953,False,1
20954,Schaeffler Toulouse,,2025-09-18 11:45:13.289149,Legacy_companies.csv,20954,20954,False,1
20963,CNRS CRHEA,,2025-09-18 11:45:13.289149,Legacy_companies.csv,20963,20963,False,1
20965,EVIDEN Sophia,,2025-09-18 11:45:13.289149,Legacy_companies.csv,20965,20965,False,1
20973,Steerlight,,2025-09-18 11:45:13.289149,Legacy_companies.csv,20973,20973,False,1
20982,Forest Neurotech LLC,,2025-09-18 11:45:13.289149,Legacy_companies.csv,20982,20982,False,1
20983,ACTIA Automotive,,2025-09-18 11:45:13.289149,Legacy_companies.csv,20983,20983,False,1
20990,JoulWatt,,2025-09-18 11:45:13.289149,Legacy_companies.csv,20990,20990,False,1
21004,SmartPatch Health,,2025-09-18 11:45:13.289149,Legacy_companies.csv,21004,21004,False,1
21006,Gammao,,2025-09-18 11:45:13.289149,Legacy_companies.csv,21006,21006,False,1
21009,Imperial Brand,,2025-09-18 11:45:13.289149,Legacy_companies.csv,21009,21009,False,1
21011,Yongatek,,2025-09-18 11:45:13.289149,Legacy_companies.csv,21011,21011,False,1
21012,Hazelton Technologies Pty Ltd,,2025-09-18 11:45:13.289149,Legacy_companies.csv,21012,21012,False,1
21013,Calian Ltd,,2025-09-18 11:45:13.289149,Legacy_companies.csv,21013,21013,False,1
21015,TandemLaunch,,2025-09-18 11:45:13.289149,Legacy_companies.csv,21015,21015,False,1
21018,CERAGON,,2025-09-18 11:45:13.289149,Legacy_companies.csv,21018,21018,False,1
21023,IDUN Technologies,,2025-09-18 11:45:13.289149,Legacy_companies.csv,21023,21023,False,1
21029,LIOM,,2025-09-18 11:45:13.289149,Legacy_companies.csv,21029,21029,False,1
21037,Ceryx Medical,,2025-09-18 11:45:13.289149,Legacy_companies.csv,21037,21037,False,1
21044,Esploratis,,2025-09-18 11:45:13.289149,Legacy_companies.csv,21044,21044,False,1
21048,Openchip And Software Technologies SL,,2025-09-18 11:45:13.289149,Legacy_companies.csv,21048,21048,False,1
21052,QUALINX,,2025-09-18 11:45:13.289149,Legacy_companies.csv,21052,21052,False,1
21054,MonolithicPowerSystems,,2025-09-18 11:45:13.289149,Legacy_companies.csv,21054,21054,False,1
21056,Precision Neuroscience Corporation USD,,2025-09-18 11:45:13.289149,Legacy_companies.csv,21056,21056,False,1
21065,SICOYA GmbH,,2025-09-18 11:45:13.289149,Legacy_companies.csv,21065,21065,False,1
21067,ZAMA,,2025-09-18 11:45:13.289149,Legacy_companies.csv,21067,21067,False,1
21071,Innoviz Technologies,,2025-09-18 11:45:13.289149,Legacy_companies.csv,21071,21071,False,1
21073,NOpTRACK,,2025-09-18 11:45:13.289149,Legacy_companies.csv,21073,21073,False,1
21082,CY-COR SAS,,2025-09-18 11:45:13.289149,Legacy_companies.csv,21082,21082,False,1
21085,PRECISION NEUROSCIENCE EURO,,2025-09-18 11:45:13.289149,Legacy_companies.csv,21085,21085,False,1
21087,KMC Component,,2025-09-18 11:45:13.289149,Legacy_companies.csv,21087,21087,False,1
21091,KWAZAR-IS,,2025-09-18 11:45:13.289149,Legacy_companies.csv,21091,21091,False,1
22107,CISTEO Medical,,2025-09-18 11:45:13.289149,Legacy_companies.csv,22107,22107,False,1
22111,MSTech Europe,,2025-09-18 11:45:13.289149,Legacy_companies.csv,22111,22111,False,1
22112,APPLE Cupertino,,2025-09-18 11:45:13.289149,Legacy_companies.csv,22112,22112,False,1
22113,Yitran,,2025-09-18 11:45:13.289149,Legacy_companies.csv,22113,22113,False,1
22114,Spark Microsystems,,2025-09-18 11:45:13.289149,Legacy_companies.csv,22114,22114,False,1
22115,Schaeffler Regensburg,,2025-09-18 11:45:13.289149,Legacy_companies.csv,22115,22115,False,1
22116,thyssenkrupp Presta AG,,2025-09-18 11:45:13.289149,Legacy_companies.csv,22116,22116,False,1
22129,IQM,,2025-09-18 11:45:13.289149,Legacy_companies.csv,22129,22129,False,1
22131,NXP Semiconductors Austria GmbH,,2025-09-18 11:45:13.289149,Legacy_companies.csv,22131,22131,False,1
22132,onsemi BRNO Design Center,,2025-09-18 11:45:13.289149,Legacy_companies.csv,22132,22132,False,1
22133,Global Foundries Malta,,2025-09-18 11:45:13.289149,Legacy_companies.csv,22133,22133,False,1
22142,Qualcomm Colombes,,2025-09-18 11:45:13.289149,Legacy_companies.csv,22142,22142,False,1
22150,Movyon Electronics S.r.l,,2025-09-18 11:45:13.289149,Legacy_companies.csv,22150,22150,False,1
22153,NewCo,,2025-09-18 11:45:13.289149,Legacy_companies.csv,22153,22153,False,1
22154,EssilorLuxottica,,2025-09-18 11:45:13.289149,Legacy_companies.csv,22154,22154,False,1
22166,iNGage,,2025-09-18 11:45:13.289149,Legacy_companies.csv,22166,22166,False,1
22167,Optiver,,2025-09-18 11:45:13.289149,Legacy_companies.csv,22167,22167,False,1
