record_id,deal_name,pipeline,deal_stage,deal_status,deal_amount,deal_forecast,deal_certainty,deal_type,deal_source,deal_brand,deal_notes,deal_category,deal_created_date,deal_close_date,deal_company_id,deal_contact_id,deal_owner,original_stage,original_status,processing_date,transformation_notes
7388,GIENA - Preetude,Studies Pipeline,Closed Won,Won,0,60000,100,Preetude,Unknown,ICALPS,Etude soc MCU,Study,45062.72181,45138,20932,25596,27,Identification,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7391,Grenat - Avenant xx BGA,Sales Pipeline,Closed Dead,Lost,0,460000,20,FTK,Unknown,ICALPS,BGA,Opportunity,45063.66616,45230,4247,19104,27,Identified,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
7395,Hot Lot Wafer - proto Chara v1b,Sales Pipeline,Closed Won,Won,0,8000,100,FTK,Unknown,ICALPS,Accelerer la fab wafer avec option hot lot wafer,Opportunity,45068.69622,45077,3176,3277,31,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7396,Grenat - Lot Prod 4,Sales Pipeline,Closed Won,Won,0,234261,100,Production,Unknown,ICALPS,Lot de prod 4,Opportunity,45078.66278,45078,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7397,GRENAT - Marge prod lot 4,Sales Pipeline,Closed Won,Won,0,10086,100,Production,Unknown,ICALPS,Marge prod lot 4,Opportunity,45078.66424,45078,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7400,TTT22 - Av2,Sales Pipeline,Closed Won,Won,0,17600,100,Desogn_Service,Unknown,ICALPS,optimisation vitesse,Opportunity,45086.73027,45086,9103,10859,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7401,VEZAD2-IPConv,Sales Pipeline,Closed Won,Won,0,27000,100,Desogn_Service,Unknown,ICALPS,Dev IP Convolution,Opportunity,45090.65228,45126,17566,19963,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7402,WEZEN - Amendement 1,Sales Pipeline,Closed Won,Won,0,295000,100,Desogn_Service,Unknown,ICALPS,"Evolution de la strategie (sans test chip)
+options complementaires

Decision avant fin juin 2023

290 k��� de plus",Opportunity,45093.81779,45113,2153,2217,31,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7403,Grenat - Avenant 18 ESD,Sales Pipeline,Closed Won,Won,0,7500,100,FTK,Unknown,ICALPS,Add work esd,Opportunity,45097.40358,45099,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7407,Tristan,Sales Pipeline,Closed Won,Won,0,365000,100,Desogn_Service,Unknown,ICALPS,"Evocation lors de rencontre Synopsys le 15/06 �� Grenoble d'un besoin �� venir apr̬s l'ete sur l'adaptation de bloc, voire le portage d'AISC vers differentes technos (manque de ressources en interne chez eux)",Opportunity,45097.65024,45282,4718,4915,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7409,REDA100G - specification & architecture,Studies Pipeline,On-Hold,On-Hold,0,100000,50,Preetude,Unknown,ICALPS,"Le retour du circuit �� 100G

L'ASIC 10G en cours avec une equipe de Design intel mais cela ne se passe pas au top semble-t-il ...
RfQ re̤ue ce 24/08

Compte gere par Adi

Nouvelle spec �� venir avant fin 2023

New offer on 05/13/2024

=> integrer dans l'offre compl̬te avec fais + design + proto + production",Study,45097.67922,45504,18600,25616,31,Identification,Abandonnee,14/07/2025,Moved to On-Hold (abandoned + high certainty)
7411,MIRZA,Sales Pipeline,Closed Won,Won,0,7255000,100,FTK,Unknown,ICALPS,"Rx et Tx Testchip puis ASIC finaux
potentiellement en TSMC 40nm et en XFab 0.18um

7.25M��� + 0.83 en options pour indus des 22 circuits + 0.36 pour Metal fix Rx ....",Opportunity,45107.59519,45230,20946,25625,31,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7414,WEZEN - Avenant 1 - IP IO PAD,Sales Pipeline,Closed Won,Won,0,30000,100,Desogn_Service,Unknown,ICALPS,Developpement IO PAD,Opportunity,45114.42774,45113,2153,2217,31,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7415,GRENAT - Additional partern,Sales Pipeline,Closed Won,Won,0,3300,100,FTK,Unknown,ICALPS,Commande nouveaux paterns,Opportunity,45114.48058,45114,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7416,ALYA : Avenant 2,Sales Pipeline,Closed Won,Won,0,30000,100,Desogn_Service,Unknown,ICALPS,nouveau DK,Opportunity,45127.48711,45155,1076,1050,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7418,Alboran,Sales Pipeline,Closed Won,Won,0,58000,100,Desogn_Service,Unknown,ICALPS,"Design service BU ISS / MSP. 
Meeting le 13 Sept 2023 �� Meylan
RFQ pour implementation physique numerique.
Offre envoye le 13 Oct 2023.",Opportunity,45127.54124,45224,10263,12139,39,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7420,GRENAT - Prod lot 5 (23 wafers),Sales Pipeline,Closed Won,Won,0,194543,100,Production,Unknown,ICALPS,Commande des 23 wafers de bacup,Opportunity,45134.45932,45134,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7421,Grenat - Lot 5 marge,Sales Pipeline,Closed Won,Won,0,9279,100,Production,Unknown,ICALPS,Marge pour lot de 23 wafers,Opportunity,45134.46022,45134,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7422,Diomede Prestudy WP0 (AL8892Q),Studies Pipeline,Closed Won,Won,0,61300,100,Preetude,Unknown,ICALPS,"Automotive 2 channels led driver
ASIC ""clone"" TI avec IP de Diodes
Offre pour la pre-etude WP0. 65k$ sur 8 semaines
Le projet total sera de 900-1200k$, �� confirmer �� la fin du WP0",Study,45139.36001,45260,20942,25618,39,Identification,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7424,Reprise Capella,Sales Pipeline,Closed Won,Won,0,80000,100,Desogn_Service,Unknown,ICALPS,Reprise RDL,Opportunity,45155.4489,45197,17484,24385,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7426,TG22,Sales Pipeline,On-Hold,On-Hold,0,70000,80,Desogn_Service,Unknown,ICALPS,Reprise macro TESIC,Opportunity,45155.45641,45930,9103,10859,27,Negotiate,Abandonnee,14/07/2025,Moved to On-Hold (abandoned + high certainty)
7430,WESAT2,Sales Pipeline,Closed Won,Won,0,15000,100,Desogn_Service,Unknown,ICALPS,Nouvelle version,Opportunity,45169.45284,45189,18686,23167,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7432,Grenat - Avenant 19 - HTOL 1000hours,Sales Pipeline,Closed Won,Won,0,5500,100,FTK,Unknown,ICALPS,en complement du HTOL 162 heures,Opportunity,45190.43898,45198,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7433,ALYA - Avenant 3,Sales Pipeline,Closed Won,Won,0,10000,100,Desogn_Service,Unknown,ICALPS,reprise avec protection ESD,Opportunity,45190.45535,45190,1076,4686,31,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7434,Wezen IP DMA AHB,Sales Pipeline,Closed Won,Won,0,60000,100,Desogn_Service,Unknown,ICALPS,Design et verification unitaire d'un DMA sur bus AHB,Opportunity,45191.502,45196,2153,2217,31,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7435,Grenat - Lot prod 6-9,Sales Pipeline,Closed Won,Won,0,936274,100,Production,Unknown,ICALPS,4 lots octobre,Opportunity,45208.57601,45208,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7436,Grenat - Marge lots 6-9,Sales Pipeline,Closed Won,Won,0,40344,100,Production,Unknown,ICALPS,Marge sur les lots d'octobre,Opportunity,45208.57685,45208,4247,4428,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7437,CIS01-Phase1-3,Sales Pipeline,Closed Won,Won,0,32000,100,Desogn_Service,Unknown,ICALPS,Layout en regie,Opportunity,45210.65333,45224,1095,1104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7440,LEM02,Sales Pipeline,Closed Won,Won,0,61200,100,Desogn_Service,Unknown,ICALPS,Besoin 1 personne 2 mois,Opportunity,45210.65551,45244,7965,24384,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7442,Redevances,Sales Pipeline,Closed Won,Won,0,274000,100,Desogn_Service,Unknown,ICALPS,Redvance sur prod,Opportunity,45218.40648,45236,4299,4629,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7443,ALYA - Avenant 4 - nouveau floorplan,Sales Pipeline,Closed Won,Won,0,7500,100,Desogn_Service,Unknown,ICALPS,Passage �� un pitch de 185,Opportunity,45218.40953,45247,1076,1050,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7444,VEZAD3-Spec,Sales Pipeline,Closed Won,Won,0,36000,100,Desogn_Service,Unknown,ICALPS,Projet Lyra,Opportunity,45218.59579,45385,17566,19963,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7445,RADICUS,Sales Pipeline,Closed Won,Won,0,300000,100,Desogn_Service,Unknown,ICALPS,"Opportunite pour projet R&D amont
avec dep̫t pour demande de financement par Vermon avant fin 2023

Briques de bases pour derisquer des circuits pour sondes US actives

Alignement sur description du dep̫t de projet pour financement par Vermon",Opportunity,45218.59675,45302,3187,19954,31,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7446,FLORES - WP0 pre etude,Studies Pipeline,Closed Won,Won,0,60000,100,Preetude,Unknown,ICALPS,Faisabilite pour un implant mini invasif pour imagerie US (matrice 100 x 100) du cerveau,Study,45218.63222,45251,20982,25680,31,Identification,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7449,CIS01-Phase4,Sales Pipeline,Closed Won,Won,0,32000,100,Desogn_Service,Unknown,ICALPS,Phase 4,Opportunity,45224.60112,45282,1095,1104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7451,GIENA,Sales Pipeline,Closed Dead,Lost,0,6680000,10,FTK,Unknown,ICALPS,"Design, proto et indus",Opportunity,45240.76336,45626,20932,25596,27,Negotiate,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
7452,Avenant 21 - patterns additionnels ESR 1.2,Sales Pipeline,Closed Won,Won,0,22200,100,FTK,Unknown,ICALPS,patterns additionnels ESR 1.2,Opportunity,45240.76424,45245,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7453,TTT22 avenant 3,Sales Pipeline,Closed Won,Won,0,5000,100,Desogn_Service,Unknown,ICALPS,Nouveau code ROM,Opportunity,45246.43878,45246,9103,10859,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7454,Plateforme Image,Studies Pipeline,Closed Dead,Lost,0,0,1,Preetude,Unknown,ICALPS,Plateforme Image,Study,45246.44918,45351,9063,25697,27,Evaluation technique,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
7455,TRISTAN - WP5,Sales Pipeline,Closed Won,Won,0,135000,100,Desogn_Service,Unknown,ICALPS,RF glitch detector,Opportunity,45246.63895,45811,4718,4915,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7457,CAPELLA-RF-MPW2,Sales Pipeline,Closed Won,Won,0,45000,100,Desogn_Service,Unknown,ICALPS,Modifi bloc PMU + Nvx P&R,Opportunity,45246.64174,45322,17484,25640,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7458,CAPELLA Full mask,Sales Pipeline,Closed Won,Won,0,340000,100,Desogn_Service,Unknown,ICALPS,P&R,Opportunity,45246.64223,45595,17484,25640,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7459,FLORES - WP1 Spec ASIC,Sales Pipeline,Identified,Active,0,300000,49,FTK,Unknown,ICALPS,En standby jusqu'�� debut 2025,Opportunity,45247.79194,45930,20982,25680,39,Identified,En cours,14/07/2025,Standard mapping applied
7460,RADIUS - WP1,Studies Pipeline,Closed Won,Won,0,150000,100,Preetude,Unknown,ICALPS,"Engagement effort R&D sur fonds propres pour aller vers la propriete d'une solution capteur PMUT + ASIC pour sonde active (avec microbeamforming)

Effort VELA + XT4SENS �� valoriser",Study,45266.38051,45289,3187,3293,31,Identification,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7461,Diomede ASIC WP1-WP2-WP3 (AL8892Q),Sales Pipeline,Closed Won,Won,0,1350000,100,Desogn_Service,Unknown,ICALPS,Certain Work pack seront en option,Opportunity,45266.65442,45367,20942,25618,39,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7462,ALYA - Avenant 5,Sales Pipeline,Closed Won,Won,0,10000,100,Desogn_Service,Unknown,ICALPS,Second Tape-out,Opportunity,45280.67346,45282,1076,1050,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7463,TTT22B,Sales Pipeline,Closed Won,Won,0,70000,100,Desogn_Service,Unknown,ICALPS,Version amelioree de TTT22,Opportunity,45280.67723,45447,9103,10859,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7464,ALYA-FPGA,Sales Pipeline,Closed Won,Won,0,155000,100,Desogn_Service,Unknown,ICALPS,Dev FPGA demo,Opportunity,45280.68472,45317,1076,1050,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7465,Grenat-Avenant 22 corner,Sales Pipeline,On-Hold,On-Hold,0,165000,40,FTK,Unknown,ICALPS,Corner,Opportunity,45280.68584,45657,4247,19104,27,Identified,Abandonnee,14/07/2025,Moved to On-Hold (abandoned + high certainty)
7466,GRENAT-Avenant 22 Caract temp TT,Sales Pipeline,On-Hold,On-Hold,0,8000,80,FTK,Unknown,ICALPS,Caract temp TT,Opportunity,45280.68709,45646,4247,19104,27,Identified,Abandonnee,14/07/2025,Moved to On-Hold (abandoned + high certainty)
7469,SALM - Design,Sales Pipeline,Closed Dead,Lost,0,3400000,1,FTK,Unknown,ICALPS,Version ASIC de Salm,Opportunity,45280.69174,45657,1157,1249,27,Negotiate,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
7471,URANUS 2 (CT digital image sensor),Sales Pipeline,Closed Won,Won,0,135360,100,Desogn_Service,Unknown,ICALPS,"Design, verification, and layout for a digital imaging sensor device for Computer Tomography applications. The existing database and simulation will be provided as a Cadence database. The RTL code of the digital block will be provided in VHDL.
The device needs to be implemented in the ams OSRAM C35 CMOS process.",Opportunity,45281.42427,45315,11778,NA,39,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7472,Equipe dediee 2024 - 3 mois,Sales Pipeline,Closed Won,Won,0,200000,100,Desogn_Service,Unknown,ICALPS,"Dans le cadre du contrat annuel, et avec avenant 2 pour reevaluation des prix (hm et EDA)

Discussions initiees avec Crocus => Allegro microsystems
mais probabilite forte que denonciation du contrat sous 3 mois soit facturation de janvier �� avril.

Si prolongation par Allegro Microsystems alors nouvelle entree �� saisir",Opportunity,45281.53598,45322,9061,NA,31,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
